canonical_product_id,product_cluster_id,canonical_title,brand,species,category,subcategory,life_stage,breed_size,form_factor,flavor,functional_claim,pack_size_value,pack_size_unit,price_per_kg_last,dog_cat_confidence,taxonomy_confidence,first_seen_date,last_seen_date,is_active
6bf8927b83e90ffd,6bf8927b83e90ffd,Drools Real Chicken Egg 10 Kg Dry Adult Dog Food,drools,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
4a887c584af2a94c,4a887c584af2a94c,"PEDIGREE 100% Nutrition Meat, Rice 20 kg Dry Adult Dog Food",pedigree,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
c9db09b02ecbc307,c9db09b02ecbc307,"Amazon Basics Premium Soft Velvet Pet Hut House | For Cats, Kittens and Small Dogs | With Reversible Cushion | Washable Cozy",amazon basics,both,beds_accessories,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
092a64b432e65e27,092a64b432e65e27,Me-O JP Pet Products Mackrel-1.2kg Mackerel 1.2 kg Dry Adult Cat Food,me-o,cat,cat_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
20d33b58a09c1a00,20d33b58a09c1a00,Amazon Basics Tie-Out Cable/ Leash for Dogs Up to 57 kg | 30 Feet | Red | Large Size | Durable Metal Clips for Quick and Easy,amazon basics,dog,collars_leashes,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
1e71ce03bb1aebcd,1e71ce03bb1aebcd,"Drools Absolute Dog Supplement Tablets 400g, 110 Pieces Jar | Vitamin Flavour | Supports Growth | Maintains Healthy Body Cond",drools,dog,health_wellness,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
60b9775315f5e188,60b9775315f5e188,Drools Chicken Liver Chunks and Real Chicken 0.72 kg (12x0.06 kg) Wet Young Dog Food,drools,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
cdbeecb7014662c7,cdbeecb7014662c7,Aviean International 1.4 Kg Dog Biscuit (0.7Kg+0.7Kg) Combo Pack Baked Chicken Biscuit Puppy Treats Ch...,aviean,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
bb287277677004f0,bb287277677004f0,Purepet Adult Dry Dog Food 10kg | Meat & Rice Flavour | Promotes Health & Vitality | Immune Support | Healthy Digestion,purepet,dog,dog_food,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
207aed0a49bd13af,207aed0a49bd13af,Medfly Healthcare Natural Enzyme & Probiotic Based Dewormer for Dog -(Pack of 2) Pet Dewormer,medfly,dog,health_wellness,,,,,,,,,,0.95,0.85,2026-07-07,2026-07-07,True
6fea9474a12b39c1,6fea9474a12b39c1,"HIMALAYA Erina-EP Shampoo Flea and Tick Lemon Dog, Cat Shampoo",himalaya,both,grooming,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
9ca1578de6a21f60,9ca1578de6a21f60,"SETON Unisex Pet Clippers Set for Dogs and Cats, Low Noise Electric Trimmer with LED Light, Rechargeable and Stainless Steel",seton,both,grooming,,,,,,,,,,0.75,0.85,2026-07-07,2026-07-07,True
